id,rle_mask
1436c973af,61 41 162 41 263 41 365 40 466 40 566 41 667 41 768 41 868 42 969 42 1069 43 1170 43 1271 43 1372 43 1473 43 1574 43 1675 43 1776 43 1877 43 1978 43 2078 44 2179 44 2280 44 2381 44 2482 44 2583 44 2684 44 2785 44 2886 44 2987 44 3088 44 3189 44 3290 44 3391 44 3491 45 3592 45 3694 44 3795 44 3896 44 3998 43 4099 43 4200 43 4301 43 4402 43 4502 44 4603 44 4705 43 4807 42 4909 41 5010 41 5113 39 5215 38 5318 36 5422 33 5529 27 5639 18 5744 14 5850 9 5953 7
145c06c2d1,5222 8 5321 14 5422 21 5448 7 5525 31 5629 28 5732 26 5835 24 5937 23 6038 23 6140 22 6241 22 6342 22 6444 21 6545 21 6646 21 6747 21 6848 21 6949 21 7050 21 7152 20 7253 20 7354 20 7455 20 7556 20 7656 21 7757 21 7859 20 7960 20 8061 20 8162 20 8262 21 8360 24 8458 27 8557 29 8655 32 8753 35 8850 39 8948 42 9045 46 9143 49 9239 54 9335 59 9432 63 9531 65 9631 66 9731 67 9831 68 9932 68 10033 68 10134 68
145c7992e7,1615 2 1712 6 1808 11 1902 18 1997 24 2091 31 2187 36 2283 41 2379 46 2473 53 2568 59 2656 72 2749 80 2841 89 2938 93 3035 804 3846 94 3952 89 4058 84 4163 80 4269 75 4373 72 4480 66 4585 62 4692 56 4798 51 4904 46 5010 41 5119 33 5225 28 5334 20 5443 12
146dfd93ac,1 19 102 19 203 20 304 20 405 20 506 21 607 21 708 21 809 22 910 22 1011 22 1112 23 1213 23 1314 23 1415 24 1516 24 1617 25 1718 25 1819 25 1920 25 2021 26 2122 26 2223 26 2324 27 2425 27 2526 27 2627 28 2728 28 2829 28 2930 28 3031 28 3132 28 3233 28 3334 28 3435 28 3536 28 3637 28 3738 28 3839 28 3940 28 4041 28 4142 28 4243 29 4344 29 4445 29 4546 30 4647 30 4748 31 4849 31 4950 32 5051 32 5152 32 5253 33 5354 33 5455 33 5556 34 5657 34 5758 34 5859 35 5960 36 6061 37 6162 38 6263 41 6364 43 6465 45 6566 46 6667 48 6768 49 6869 52 6970 54 7071 57 7172 58 7273 60 7374 61 7475 63 7576 64 7677 65 7778 66 7879 67 7980 67 8081 68 8182 68 8283 68 8384 68 8485 68 8586 68 8687 68 8788 68 8889 67 8990 67 9091 67 9192 66 9293 66 9394 65 9495 65 9596 64 9697 64 9798 63 9899 62 10000 61 10101 61
1470cdc60c,1 202 206 98 309 96 413 93 517 90 620 88 724 85 827 83 932 79 1038 74 1149 64 1259 55 1365 22 1405 8
14863a785e,1 4637 4645 81 4748 74 4849 68 4952 1 4954 42 5067 23
14a9d4876d,1 20 102 20 203 20 304 20 405 20 506 20 607 19 708 19 809 19 910 18 1011 18 1112 18 1213 18 1314 17 1415 17 1516 17 1617 17 1718 18 1819 18 1920 18 2021 18 2122 18 2223 18 2324 18 2425 18 2526 18 2627 18 2728 18 2829 18 2930 18 3031 18 3132 18 3233 18 3334 18 3435 18 3536 18 3637 18 3738 18 3839 18 3940 18 4041 17 4142 17 4243 17 4344 17 4445 17 4546 16 4647 16 4748 16 4849 16 4950 15 5051 15 5152 15 5253 14 5354 14 5455 14 5556 14 5657 14 5758 13 5859 13 5960 13 6061 13 6162 13 6263 12 6364 12 6465 12 6566 12 6667 12 6768 12 6869 12 6970 12 7071 12 7172 12 7273 12 7374 11 7475 11 7576 11 7677 11 7778 11 7879 11 7980 11 8081 11 8182 11 8283 10 8384 10 8485 10 8586 10 8687 10 8788 10 8889 10 8990 9 9091 9 9192 9 9293 8 9394 8 9495 8 9596 7 9697 7 9798 7 9899 7 10000 7 10101 6
14ab406aff,39 63 139 64 240 64 340 65 441 65 541 66 642 66 742 67 843 67 945 66 1046 66 1146 67 1247 67 1348 67 1448 68 1549 68 1650 68 1751 68 1853 67 1954 67 2055 67 2156 67 2257 67 2358 67 2459 67 2561 66 2662 66 2764 65 2866 64 2969 62 3071 61 3174 59 3275 59 3377 58 3478 58 3579 58 3680 58 3782 57 3883 57 3985 56 4086 56 4188 55 4289 55 4391 54 4492 54 4593 54 4694 54 4794 55 4895 55 4995 56 5096 56 5198 55 5299 55 5400 55 5501 55 5601 56 5702 56 5803 56 5903 57 6004 57 6104 58 6205 58 6305 59 6406 59 6507 59 6607 60 6708 60 6808 61 6909 61 7009 62 7109 63 7209 64 7310 64 7410 65 7511 65 7612 65 7713 65 7813 66 7914 66 8015 66 8116 66 8218 65 8321 63 8425 60 8532 54 8640 47 8752 36 8867 22 8977 13 9084 7
14b445d27e,1 4848 4853 97 4956 95 5061 91 5167 86 5274 80 5407 48 5518 38 5623 34 5727 31 5855 4
14c9bc2545,1 6055 6061 90 6162 85 6263 79 6364 75 6465 68 6566 62 6667 56 6768 51 6869 46 6970 38 7071 32 7172 21 7195 2 7273 15 7374 9 7475 4
14d3d242ed,1614 3 1713 5 1813 6 1912 8 2011 10 2110 12 2209 14 2308 16 2407 18 2506 20 2605 22 2704 24 2802 27 2902 28 3000 31 3099 33 3198 35 3297 37 3395 40 3493 43 3592 45 3691 47 3790 49 3889 51 3986 55 4084 58 4183 60 4281 63 4379 66 4478 68 4576 71 4675 73 4773 76 4871 79 4968 83 5065 87 5164 89 5263 91 5363 92 5462 94 5561 96 5658 4544
14d5d41e14,63 39 164 39 264 40 365 40 466 40 568 39 670 38 772 37 873 37 975 36 1076 36 1177 36 1279 35 1381 34 1482 34 1584 33 1686 32 1787 32 1889 31 1990 31 2092 30 2195 28 2297 27 2400 25 2503 23 2604 23 2706 22 2807 22 2908 22 3009 22 3109 23 3210 23 3310 24 3410 25 3511 25 3611 26 3712 26 3812 27 3913 27 4013 28 4112 30 4211 32 4311 33 4411 34 4511 35 4612 35 4713 35 4815 34 4917 33 5019 32 5122 30 5224 29 5327 27 5430 25 5532 24 5635 22 5737 21 5838 21 5940 20 6041 20 6142 20 6243 20 6344 20 6445 20 6546 20 6647 20 6748 20 6848 21 6949 21 7049 22 7149 23 7249 24 7349 25 7450 25 7550 26 7650 27 7750 28 7851 28 7951 29 8051 30 8152 30 8252 31 8352 32 8453 32 8553 33 8653 34 8754 34 8854 35 8954 36 9055 36 9155 37 9256 37 9357 37 9457 38 9558 38 9658 39 9759 39 9860 39 9961 39 10062 39 10163 39
14ec9b67c3,1 8049 8063 73 8169 60 8274 52 8380 42 8485 36 8586 34 8687 32 8788 29 8889 27 8990 26 9091 25 9195 22 9296 21 9398 20 9499 19 9601 18 9703 16 9804 16 9906 15 10007 14 10109 13
14ecb5e60b,98 4 199 4 299 5 399 6 498 8 592 15 691 17 791 18 891 19 991 20 1092 20 1193 20 1294 20 1395 20 1495 21 1596 21 1696 22 1796 23 1897 23 1998 23 2098 24 2199 24 2300 24 2400 25 2501 25 2601 26 2702 26 2802 27 2903 27 3003 28 3103 29 3203 30 3302 32 3402 33 3502 34 3602 35 3702 36 3802 37 3903 37 4003 38 4103 39 4204 39 4305 39 4406 39 4506 40 4607 40 4707 41 4807 42 4908 42 5009 42 5110 42 5211 42 5313 41 5415 40 5517 39 5619 38 5721 37 5824 35 5926 34 6027 34 6129 33 6230 33 6332 32 6434 31 6535 31 6637 30 6738 30 6839 30 6940 30 7041 30 7142 30 7244 29 7346 28 7448 27 7550 26 7652 25 7755 23 7857 22 7959 21 8060 21 8163 19 8265 18 8368 16 8470 15 8573 13 8675 12 8778 10 8881 8 8984 6 9087 4 9190 2
14f73c6c74,1 95 102 95 203 96 304 96 405 97 506 97 607 97 708 97 809 96 910 96 1011 97 1112 97 1213 97 1314 97 1415 98 1516 98 1617 99 1718 100 1819 605 2425 99 2526 98 2627 97 2728 96 2829 96 2930 95 3031 94 3132 93 3233 92 3334 90 3435 88 3536 85 3637 83 3738 81 3839 80 3940 79 4041 78 4142 78 4243 77 4344 76 4445 75 4546 74 4647 72 4748 71 4849 69 4950 68 5051 67 5152 65 5253 64 5354 63 5455 61 5556 60 5657 58 5758 56 5859 55 5960 53 6061 51 6162 49 6263 47 6364 45 6465 42 6566 40 6667 38 6768 37 6869 37 6970 37 7071 38 7172 39 7273 39 7374 40 7475 41 7576 43 7677 44 7778 45 7879 45 7980 46 8081 46 8182 46 8283 46 8384 46 8485 46 8586 46 8687 46 8788 46 8889 46 8990 46 9091 46 9192 46 9293 46 9394 46 9495 46 9596 46 9697 45 9798 44 9899 42 10000 41 10101 41
15103f6ef7,14 88 116 87 218 86 320 85 421 85 523 84 624 84 726 83 827 83 929 82 1031 81 1133 80 1235 79 1337 78 1438 78 1540 77 1641 77 1742 77 1844 76 1945 76 2047 75 2148 75 2250 74 2351 74 2453 73 2554 73 2655 73 2756 73 2858 72 2959 72 3060 72 3162 71 3263 71 3364 71 3465 71 3567 70 3668 70 3770 69 3871 69 3972 69 4073 69 4175 68 4276 68 4377 68 4478 68 4579 68 4680 68 4781 68 4882 68 4983 68 5084 68 5185 68 5286 68 5387 68 5488 68 5589 68 5690 68 5791 68 5892 68 5993 68 6094 68 6195 68 6296 68 6397 68 6498 68 6599 68 6700 68 6801 68 6901 69 7002 69 7103 69 7204 69 7305 69 7405 70 7506 70 7607 70 7707 71 7808 71 7908 72 8008 73 8109 73 8210 73 8310 74 8411 74 8512 74 8612 75 8712 76 8813 76 8913 77 9014 77 9114 78 9215 78 9315 79 9415 80 9515 81 9615 82 9715 83 9815 84 9916 84 10017 84 10117 85
1513083378,7071 7 7172 15 7193 2 7273 34 7374 43 7475 53 7576 61 7677 72 7778 80 7879 89 7980 97 8081 2121
1513b19605,1 69 102 68 203 67 304 66 405 65 506 64 607 63 708 62 809 61 910 60 1011 59 1112 59 1213 59 1314 59 1415 58 1516 58 1617 57 1718 54 1819 49 1920 38 2021 34 2122 32 2223 31 2324 31 2425 31 2526 31 2627 30 2728 30 2829 29 2930 28 3031 27 3132 25 3233 22 3334 20 3435 18 3536 16 3637 14 3738 11 3839 8 3940 5
152abce000,4242 1 4341 3 4441 4 4541 5 4641 6 4741 7 4841 8 4941 9 5041 10 5141 11 5241 12 5340 14 5440 15 5539 17 5639 18 5738 20 5838 21 5938 22 6037 24 6136 26 6235 28 6335 29 6434 31 6532 34 6631 36 6730 38 6830 39 6929 41 7028 43 7127 45 7226 47 7324 50 7423 52 7523 53 7622 55 7722 56 7822 57 7922 58 8023 58 8123 59 8223 60 8324 60 8424 61 8525 61 8625 62 8726 62 8827 62 8927 63 9028 63 9128 64 9229 64 9329 65 9430 65 9530 66 9631 66 9731 67 9831 68 9932 68 10032 69 10133 69
15338f4b95,4849 2 4950 4 5051 6 5152 8 5253 11 5354 13 5455 15 5556 17 5657 19 5758 20 5859 22 5960 22 6061 23 6162 25 6263 26 6364 27 6465 29 6566 30 6667 31 6768 32 6869 33 6970 33 7071 34 7172 35 7273 36 7374 36 7475 38 7576 39 7677 40 7778 41 7879 43 7980 44 8081 45 8182 47 8283 49 8384 51 8485 53 8586 55 8687 57 8788 58 8889 60 8990 61 9091 62 9192 64 9293 65 9394 66 9495 67 9596 69 9697 70 9798 71 9899 72 10000 73 10101 73
1537754546,1 4241 4243 97 4344 96 4445 94 4546 93 4647 92 4748 90 4849 89 4950 87 5051 85 5152 84 5253 82 5354 81 5455 80 5556 79 5657 78 5758 77 5859 76 5960 76 6061 76 6162 75 6263 75 6364 76 6465 77 6566 79 6667 79 6768 80 6869 80 6970 80 7071 81 7172 81 7273 81 7374 81 7475 82 7576 82 7677 82 7778 82 7879 81 7980 81 8081 81 8182 81 8283 80 8384 79 8485 78 8586 77 8687 76 8788 76 8889 75 8990 74 9091 74 9192 73 9293 71 9394 70 9495 69 9596 69 9697 68 9798 67 9899 66 10000 64 10101 64
154e585cc4,1 4333 4342 86 4445 76 4546 69 4647 61 4748 51 4849 46 4950 32 5051 25 5152 20 5253 12
155070a394,1 32 102 33 203 34 304 35 405 37 506 39 607 40 708 42 809 44 910 46 1011 48 1112 50 1213 51 1314 52 1415 53 1516 53 1617 54 1718 55 1819 56 1920 56 2021 57 2122 58 2223 58 2324 58 2425 59 2526 60 2627 61 2728 62 2829 63 2930 64 3031 65 3132 66 3233 67 3334 69 3435 70 3536 70 3637 71 3738 72 3839 73 3940 74 4041 76 4142 77 4243 79 4344 80 4445 82 4546 83 4647 85 4748 86 4849 87 4950 88 5051 88 5152 88 5253 88 5354 89 5455 88 5556 88 5657 89 5758 89 5859 90 5960 91 6061 92 6162 94 6263 95 6364 96 6465 98 6566 98 6667 99 6768 99 6869 3333
1551bb254e,1 2019 2021 96 2122 89 2223 80 2324 73 2425 64 2526 56 2627 46 2728 39 2829 33 2930 28 3031 22 3132 16 3233 14 3334 11 3435 8 3536 5 3637 1
155410d6fa,1 907 910 98 1011 97 1112 96 1213 95 1314 95 1415 94 1516 94 1617 93 1718 93 1819 93 1920 93 2021 93 2122 94 2223 94 2324 94 2425 94 2526 93 2627 92 2728 91 2829 90 2930 90 3031 90 3132 91 3233 92 3334 94 3435 95 3536 95 3637 96 3738 95 3839 94 3940 92 4041 91 4142 90 4243 89 4344 88 4445 87 4546 87 4647 86 4748 85 4849 85 4950 84 5051 83 5152 82 5253 82 5354 81 5455 81 5556 81 5657 80 5758 80 5859 79 5960 79 6061 78 6162 77 6263 77 6364 77 6465 78 6566 78 6667 79 6768 79 6869 79 6970 79 7071 79 7172 80 7273 80 7374 80 7475 81 7576 81 7677 81 7778 81 7879 81 7980 81 8081 81 8182 81 8283 82 8384 82 8485 82 8586 82 8687 82 8788 82 8889 82 8990 82 9091 82 9192 82 9293 82 9394 83 9495 83 9596 84 9697 86 9798 88 9899 91 10000 92 10101 93
1559e04eec,1 96 102 97 203 99 304 8181 8490 96 8602 85 8712 76 8837 5 8858 31 8981 7
155de1fbf9,1 4848 4852 98 4954 97 5057 95 5160 93 5263 91 5366 89 5468 88 5571 86 5674 84 5776 83 5879 81 5982 79 6087 75 6199 54 6257 6 6312 38 6420 28 6527 17
155eb0affb,1 3228 3233 94 3334 92 3435 90 3536 87 3637 85 3738 82 3839 80 3940 78 4041 75 4142 73 4243 69 4344 66 4445 63 4546 61 4647 59 4748 56 4849 54 4950 52 5051 50 5152 48 5253 46 5354 44 5455 43 5556 42 5657 41 5758 40 5859 39 5960 39 6061 38 6162 37 6263 36 6364 36 6465 35 6566 35 6667 35 6768 35 6869 35 6970 35 7071 35 7172 36 7273 36 7374 36 7475 36 7576 36 7677 36 7778 36 7879 37 7980 37 8081 37 8182 37 8284 36 8387 35 8489 34 8591 33 8694 32 8796 31 8898 31 9000 30 9101 31 9202 31 9304 31 9405 31 9506 32 9607 32 9709 31 9810 31 9911 31 10012 30 10113 30
156be6765a,4167 17 4195 5 4243 4 4265 45 4344 13 4362 52 4445 88 4537 4044 8586 94 8687 91 8788 90 8889 88 8990 87 9091 85 9192 83 9293 80 9394 73 9495 69 9596 66 9697 65 9798 64 9899 62 10000 61 10101 61
15823abda7,1 35 102 35 203 36 304 36 405 37 506 37 607 38 708 38 809 39 910 39 1011 39 1112 39 1213 39 1314 40 1415 40 1516 40 1617 40 1718 40 1819 39 1920 39 2021 39 2122 39 2223 38 2324 38 2425 38 2526 38 2627 38 2728 38 2829 38 2930 38 3031 38 3132 37 3233 37 3334 36 3435 36 3536 36 3637 35 3738 35 3839 34 3940 34 4041 34 4142 33 4243 33 4344 32 4445 31 4546 31 4647 31 4748 31 4849 30 4950 30 5051 30 5152 30 5253 29 5354 29 5455 29 5556 29 5657 28 5758 28 5859 27 5960 27 6061 26 6162 26 6263 25 6364 25 6465 24 6566 24 6667 23 6768 22 6869 22 6970 21 7071 20 7172 19 7273 18 7374 17 7475 16 7576 15 7677 15 7778 14 7879 13 7980 13 8081 12 8182 11 8283 11 8384 10 8485 9 8586 8 8687 8 8788 7 8889 7 8990 6 9091 6 9192 5 9293 5 9394 4 9495 4 9596 3 9697 3 9798 2 9899 2 10000 2 10101 2
158372da81,37 65 139 64 240 64 341 64 442 64 543 64 644 64 746 63 847 63 948 63 1049 63 1150 63 1251 63 1352 63 1453 63 1554 63 1655 63 1755 64 1856 64 1957 64 2057 65 2158 65 2260 64 2362 63 2463 63 2564 63 2665 63 2765 64 2866 64 2967 64 3068 64 3169 64 3271 63 3372 63 3473 63 3574 63 3675 63 3776 63 3877 63 3979 62 4080 62 4181 62 4281 63 4382 63 4483 63 4584 63 4686 62 4787 62 4888 62 4989 62 5090 62 5191 62 5292 62 5393 62 5493 63 5594 63 5694 64 5795 64 5895 65 5997 64 6098 64 6200 63 6301 63 6402 63 6504 62 6606 61 6707 61 6807 62 6908 62 7008 63 7108 64 7208 65 7308 66 7409 66 7510 66 7611 66 7712 66 7814 65 7915 65 8016 65 8117 65 8218 65 8318 66 8419 66 8520 66 8621 66 8723 65 8824 65 8925 65 9025 66 9126 66 9227 66 9328 66 9428 67 9529 67 9629 68 9731 67 9832 67 9933 67 10034 67 10135 67
159ff83d6d,6061 17 6162 24 6263 29 6364 34 6465 41 6566 48 6667 53 6768 58 6869 66 6970 72 7071 78 7172 83 7273 85 7374 86 7475 87 7576 88 7677 89 7778 91 7879 93 7980 96 8081 99 8182 1010 9193 100 9295 99 9396 99 9497 99 9598 99 9700 98 9801 98 9902 98 10003 98 10104 98
15a4e9864c,24 78 125 78 226 78 327 78 428 78 529 78 630 78 731 78 832 78 932 79 1033 79 1134 79 1235 79 1336 79 1437 79 1538 79 1639 79 1740 79 1842 78 1943 78 2045 77 2146 77 2248 76 2350 75 2452 74 2553 74 2655 73 2757 72 2859 71 2960 71 3062 70 3163 70 3265 69 3366 69 3467 69 3569 68 3671 67 3773 66 3875 65 3977 64 4080 62 4182 61 4285 59 4387 58 4489 57 4591 56 4694 54 4796 53 4899 51 5002 49 5103 49 5205 48 5308 46 5411 44 5516 40 5619 38 5722 36 5824 35 5928 32 6031 30 6134 28 6238 25 6341 23 6444 21 6545 21 6647 20 6748 20 6850 19 6952 18 7053 18 7155 17 7257 16 7359 15 7461 14 7563 13 7665 12 7768 10 7871 8 7974 6 8076 5 8179 3
15a52de24a,607 2 708 3 809 5 910 7 1011 8 1112 9 1213 10 1314 11 1415 12 1516 13 1617 14 1718 14 1819 15 1920 16 2021 17 2122 18 2223 18 2324 19 2425 19 2526 20 2627 20 2728 21 2829 21 2930 22 3031 22 3132 23 3233 23 3334 24 3435 24 3536 25 3637 25 3738 26 3839 26 3940 26 4041 26 4142 27 4243 27 4344 27 4445 27 4546 27 4647 27 4748 27 4849 27 4950 27 5051 27 5152 27 5253 27 5354 27 5455 27 5556 26 5657 26 5758 26 5859 26 5960 26 6061 26 6162 26 6263 26 6364 26 6465 27 6566 27 6667 27 6768 28 6869 28 6970 28 7071 28 7172 29 7273 29 7374 29 7475 29 7576 29 7677 29 7778 30 7879 30 7980 30 8081 30 8182 30 8283 30 8384 31 8485 31 8586 31 8687 32 8788 32 8889 32 8990 32 9091 33 9192 33 9293 34 9394 34 9495 35 9596 35 9697 36 9798 36 9899 37 10000 37 10101 37
15a54065ac,88 14 189 14 290 14 390 15 491 15 592 15 692 16 793 16 893 17 994 17 1094 18 1195 18 1295 19 1396 19 1497 19 1597 20 1698 20 1798 21 1899 21 2000 21 2101 21 2202 21 2303 21 2404 21 2505 21 2606 21 2707 21 2808 21 2909 21 3009 22 3110 22 3211 22 3312 22 3413 22 3515 21 3616 21 3717 21 3818 21 3920 20 4021 20 4122 20 4224 19 4325 19 4427 18 4528 18 4630 17 4731 17 4833 16 4934 16 5035 16 5137 15 5238 15 5339 15 5441 14 5542 14 5644 13 5746 12 5848 11 5949 11 6050 11 6151 11 6252 11 6352 12 6453 12 6554 12 6655 12 6756 12 6857 12 6959 11 7060 13 7161 16 7263 17 7364 19 7464 11 7477 8 7564 12 7578 10 7665 12 7680 12 7766 12 7782 12 7867 12 7884 13 7969 11 7985 14 8070 11 8087 14 8172 10 8189 14 8274 9 8290 15 8375 9 8391 16 8477 8 8493 15 8580 3 8594 16 8696 16 8797 16 8899 15 9001 14 9102 15 9204 14 9305 14 9407 13 9508 12 9610 11 9711 11 9813 10 9914 10 10015 10 10116 10
15a5fc9a44,4031 10 4107 35 4193 6009
15a864a1d7,7675 2 7768 10 7862 17 7955 25 8046 35 8143 39 8217 66 8310 74 8408 77 8507 79 8603 84 8700 88 8797 92 8896 94 8993 1209
15b7f06ba0,59 43 159 44 260 44 360 45 460 46 561 46 661 47 761 48 862 48 962 49 1062 50 1163 50 1263 51 1364 51 1465 51 1566 51 1666 52 1767 52 1868 52 1969 52 2069 53 2170 53 2270 54 2371 54 2472 54 2572 55 2672 56 2773 56 2873 57 2974 57 3074 58 3174 59 3274 60 3375 60 3475 61 3575 62 3674 64 3774 65 3873 67 3972 69 4071 71 4171 72 4270 74 4369 76 4467 79 4566 81 4665 83 4764 85 4863 87 4963 88 5063 89 5163 90 5264 90 5364 91 5465 91 5566 91 5667 91 5768 91 5870 90 5972 89 6074 88 6177 86 6281 83 6383 82 6485 81 6587 80 6689 79 6790 79 6891 79 6992 79 7092 80 7193 80 7294 80 7394 81 7495 81 7596 81 7697 81 7798 81 7899 81 8000 81 8100 82 8201 82 8302 82 8403 82 8504 82 8605 82 8706 82 8807 82 8908 82 9009 82 9110 82 9210 83 9311 83 9411 84 9512 84 9613 84 9713 85 9814 85 9914 86 10014 87 10115 87
15b84c63ac,4005 23 4100 42 4198 45 4296 48 4392 53 4487 59 4581 66 4675 73 4771 78 4869 81 4968 85 5066 92 5161 5041
15c00d00c4,1 30 102 31 203 32 304 33 405 35 506 36 607 37 708 39 809 41 910 42 1011 44 1112 45 1213 46 1314 47 1415 48 1516 49 1617 49 1718 50 1819 50 1920 51 2021 51 2122 52 2223 52 2324 53 2425 54 2526 54 2627 55 2728 55 2829 56 2930 57 3031 57 3132 58 3233 59 3334 60 3435 61 3536 62 3637 63 3738 64 3839 66 3940 67 4041 67 4142 68 4243 68 4344 69 4445 69 4546 69 4647 70 4748 71 4849 71 4950 72 5051 73 5152 73 5253 74 5354 74 5455 75 5556 75 5657 75 5758 75 5859 75 5960 75 6061 75 6162 75 6263 75 6364 76 6465 76 6566 77 6667 78 6768 79 6869 81 6970 82 7071 83 7172 84 7273 85 7374 86 7475 87 7576 87 7677 88 7778 89 7879 89 7980 90 8081 90 8182 91 8283 91 8384 92 8485 93 8586 94 8687 94 8788 95 8889 97 8990 99 9091 707 9800 99 9902 98 10003 98 10105 97
15c2b6e55e,41 61 142 61 243 61 345 60 447 59 548 59 649 59 750 59 851 59 952 59 1052 60 1153 60 1254 60 1355 60 1456 60 1558 59 1659 59 1759 60 1859 61 1959 62 2059 63 2160 63 2261 63 2362 63 2464 62 2565 62 2666 62 2767 62 2868 62 2969 62 3070 62 3171 62 3272 62 3373 62 3475 61 3578 59 3681 57 3784 55 3886 54 3987 54 4089 53 4190 53 4292 52 4394 51 4495 51 4598 49 4700 48 4802 47 4903 47 5004 47 5105 47 5206 47 5307 47 5409 46 5511 45 5613 44 5715 43 5817 42 5919 41 6020 41 6122 40 6223 40 6324 40 6424 41 6524 42 6624 43 6723 45 6824 45 6924 46 7025 46 7126 46 7226 47 7327 47 7428 47 7529 47 7630 47 7731 47 7832 47 7933 47 8034 47 8136 46 8237 46 8338 46 8439 46 8541 45 8642 45 8743 45 8844 45 8945 45 9046 45 9147 45 9248 45 9348 46 9449 46 9549 47 9649 48 9749 49 9850 49 9950 50 10051 50 10151 51
15d731142e,1 66 102 66 203 66 304 66 405 65 506 65 607 65 708 64 809 64 910 63 1011 63 1112 62 1213 62 1314 61 1415 61 1516 60 1617 59 1718 59 1819 58 1920 57 2021 57 2122 56 2223 55 2324 55 2425 54 2526 54 2627 53 2728 52 2829 51 2930 51 3031 50 3132 49 3233 49 3334 48 3435 47 3536 46 3637 46 3738 45 3839 45 3940 45 4041 44 4142 44 4243 44 4344 44 4445 44 4546 44 4647 44 4748 44 4849 44 4950 43 5051 43 5152 43 5253 42 5354 42 5455 42 5556 41 5657 40 5758 39 5859 38 5960 37 6061 36 6162 35 6263 34 6364 32 6465 30 6566 27 6667 25 6768 24 6869 23 6970 21 7071 20 7172 19 7273 18 7374 16 7475 15 7576 14 7677 12 7778 11 7879 10 7980 9 8081 8 8182 7 8283 6 8384 5 8485 3 8586 2
15d7c9beab,44 58 146 57 248 56 350 55 452 54 555 52 657 51 759 50 860 50 962 49 1063 49 1164 49 1266 48 1367 48 1469 47 1570 47 1670 48 1771 48 1872 48 1972 49 2073 49 2173 50 2273 51 2373 52 2473 53 2573 54 2673 55 2773 56 2874 56 2975 56 3076 56 3177 56 3277 57 3378 57 3479 57 3580 57 3681 57 3782 57 3884 56 3985 56 4086 56 4187 56 4289 55 4390 55 4490 56 4591 56 4692 56 4792 57 4893 57 4994 57 5096 56 5197 56 5299 55 5400 55 5502 54 5603 54 5704 54 5805 54 5905 55 6006 55 6107 55 6208 55 6309 55 6409 56 6510 56 6610 57 6710 58 6811 58 6911 59 7012 59 7111 61 7211 62 7311 63 7411 64 7511 65 7611 66 7711 67 7810 69 7910 70 8010 71 8110 72 8209 74 8309 75 8409 76 8509 77 8609 78 8709 79 8810 79 8910 80 9011 80 9111 81 9212 81 9312 82 9412 83 9512 84 9612 85 9712 86 9812 87 9912 88 10012 89 10113 89
15e99c4456,4131 11 4225 18 4314 30 4402 43 4494 52 4566 81 4652 500 5155 98 5256 4946
15f9aa8356,10 35 110 36 211 37 311 38 411 39 511 40 611 41 711 42 810 44 910 45 1011 44 1112 44 1213 44 1314 44 1415 44 1516 44 1617 44 1718 44 1819 44 1920 44 2021 44 2122 44 2223 44 2324 44 2425 44 2526 44 2627 44 2728 44 2829 44 2930 43 3031 43 3132 43 3233 43 3334 43 3435 42 3536 42 3637 42 3738 42 3839 42 3940 42 4041 42 4142 42 4243 43 4344 43 4445 43 4546 43 4647 43 4748 43 4849 43 4950 43 5051 43 5152 43 5253 43 5354 43 5455 43 5556 44 5657 44 5758 44 5859 45 5960 45 6061 45 6162 46 6263 46 6364 47 6465 47 6566 47 6667 48 6768 48 6869 49 6970 49 7071 50 7172 51 7273 51 7374 52 7475 53 7576 53 7677 4 7690 41 7798 35 7902 33 8006 31 8109 30 8211 31 8313 31 8416 30 8518 29 8620 29 8721 30 8822 30 8922 32 9022 33 9122 35 9222 36 9322 38 9422 39 9523 40 9624 40 9725 40 9827 39 9928 40 10030 39 10131 39
160cf2c5d3,67 35 168 35 268 36 368 37 469 37 569 38 669 39 770 39 870 40 971 40 1071 41 1172 41 1272 42 1373 42 1474 42 1575 42 1676 42 1777 42 1878 42 1977 44 2077 45 2177 46 2276 48 2377 48 2477 49 2578 49 2679 49 2779 50 2880 50 2981 50 3082 50 3184 49 3285 49 3386 49 3487 49 3589 48 3690 48 3790 49 3891 49 3991 50 4092 50 4192 51 4293 51 4393 52 4492 54 4592 55 4692 56 4791 58 4891 59 4991 60 5091 61 5191 62 5290 64 5390 65 5490 66 5590 67 5689 69 5788 71 5887 73 5987 74 6086 76 6184 79 6283 81 6382 83 6482 82 6582 81 6682 81 6782 81 6883 81 6983 81 7083 82 7183 82 7283 82 7383 82 7483 83 7584 82 7684 83 7784 83 7884 84 7985 83 8086 81 8186 81 8288 79 8389 78 8490 78 8592 76 8693 75 8795 73 8897 71 8998 71 9100 69 9201 69 9302 68 9404 67 9506 65 9608 63 9709 62 9810 61 9911 60 10011 61 10112 60
